metric,sample,left,right,n_left,n_right,U,p-value,A12,effect
duration,_numpy._getlimits,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,302.0,0.029205409568445008,0.6644444444444444,medium
duration,_numpy._ndarray,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,478.0,0.6843225867624494,0.4688888888888889,negligible
duration,nn.attention.bias,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,178.0,5.970555843419155e-05,0.8022222222222222,large
duration,nn.attention.flex_attention,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,275.0,0.009883401291685813,0.6944444444444444,medium
duration,nn.modules.rnn,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,333.0,0.08499969748696408,0.63,small
duration,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,141.0,5.091173485363367e-06,0.8433333333333334,large
duration,transformers.pipelines.text_generation,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,355.0,0.16237502241276747,0.6055555555555555,small
duration,transformers.tokenization_utils_base,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,319.0,0.05368525328679823,0.6455555555555555,medium
score,_ForestDiffusion.diffusion_with_trees_class,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,465.0,0.5701625177082895,0.5166666666666667,negligible
score,_ctgan.transformer,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,476.5,0.5816878743915499,0.5294444444444445,negligible
score,_numpy._getlimits,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,446.0,0.9301114355254129,0.4955555555555556,negligible
score,_numpy._ndarray,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,292.0,0.008460907317484155,0.3244444444444444,medium
score,nn.attention.bias,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,441.0,0.8517307487689892,0.49,negligible
score,nn.attention.flex_attention,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,416.5,0.4517677768189926,0.4627777777777778,negligible
score,nn.modules.rnn,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,324.0,0.01958899131124782,0.36,medium
score,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,360.5,0.04251397320473228,0.40055555555555555,small
score,transformers.pipelines.text_generation,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,540.0,0.024637367273325803,0.6,small
score,transformers.tokenization_utils_base,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:3b),30,30,540.5,0.024314795786584156,0.6005555555555555,small
duration,_ForestDiffusion.diffusion_with_trees_class,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,474.0,0.7282652959955469,0.47333333333333333,negligible
duration,_ctgan.transformer,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,407.0,0.5297824906260176,0.5477777777777778,negligible
duration,_numpy._getlimits,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,374.0,0.26432621279678536,0.5844444444444444,small
duration,_numpy._ndarray,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,627.0,0.009068760993273545,0.30333333333333334,medium
duration,nn.attention.bias,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,312.0,0.04206682132383563,0.6533333333333333,medium
duration,nn.attention.flex_attention,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,371.0,0.24581380245894136,0.5877777777777777,small
duration,nn.modules.rnn,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,271.0,0.00831460908674944,0.6988888888888889,medium
duration,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,92.0,1.254083920704414e-07,0.8977777777777778,large
duration,transformers.pipelines.text_generation,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,347.0,0.12967022490828164,0.6144444444444445,small
duration,transformers.tokenization_utils_base,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,203.0,0.0002680570968049172,0.7744444444444445,large
score,_ForestDiffusion.diffusion_with_trees_class,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,465.0,0.5701625177082895,0.5166666666666667,negligible
score,_ctgan.transformer,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,470.5,0.6717223734313509,0.5227777777777778,negligible
score,_numpy._getlimits,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,430.0,0.6419170075381537,0.4777777777777778,negligible
score,_numpy._ndarray,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,287.0,0.006578421947780609,0.3188888888888889,medium
score,nn.attention.bias,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,525.0,0.02153764777308451,0.5833333333333334,small
score,nn.attention.flex_attention,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,416.5,0.4517677768189926,0.4627777777777778,negligible
score,nn.modules.rnn,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,280.0,0.0023908291095819474,0.3111111111111111,medium
score,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,298.0,0.002478314921472575,0.33111111111111113,medium
score,transformers.pipelines.text_generation,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,495.0,0.32633501574703994,0.55,negligible
score,transformers.tokenization_utils_base,Model experiment (qwen2.5-coder:1.5b),Model experiment (qwen2.5-coder:7b),30,30,461.5,0.8214636119983875,0.5127777777777778,negligible
duration,_ForestDiffusion.diffusion_with_trees_class,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,505.0,0.4203863296078133,0.4388888888888889,small
duration,_ctgan.transformer,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,504.0,0.4289633888604326,0.44,small
duration,_numpy._getlimits,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,378.0,0.2904721494938346,0.58,small
duration,_numpy._ndarray,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,638.0,0.005569938587360544,0.2911111111111111,medium
duration,nn.attention.bias,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,255.0,0.004032977591300897,0.7166666666666667,large
duration,nn.attention.flex_attention,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,385.0,0.34028846509891686,0.5722222222222222,small
duration,nn.modules.rnn,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,351.0,0.14531912724086543,0.61,small
duration,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,270.0,0.007958995661045572,0.7,medium
duration,transformers.pipelines.text_generation,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,375.0,0.2707053377245183,0.5833333333333334,small
duration,transformers.tokenization_utils_base,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,277.0,0.010762612595411516,0.6922222222222222,medium
score,_ForestDiffusion.diffusion_with_trees_class,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,450.0,1.0,0.5,negligible
score,_ctgan.transformer,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,446.0,0.9363861272819212,0.4955555555555556,negligible
score,_numpy._getlimits,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,435.0,0.7289111253290059,0.48333333333333334,negligible
score,_numpy._ndarray,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,448.5,0.9877292742305392,0.49833333333333335,negligible
score,nn.attention.bias,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,540.0,0.010891601176960192,0.6,small
score,nn.attention.flex_attention,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,449.0,0.9915490338633071,0.4988888888888889,negligible
score,nn.modules.rnn,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,392.5,0.3513654230744556,0.4361111111111111,small
score,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,378.0,0.20545881301249036,0.42,small
score,transformers.pipelines.text_generation,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,405.0,0.16940074835356123,0.45,negligible
score,transformers.tokenization_utils_base,Model experiment (qwen2.5-coder:3b),Model experiment (qwen2.5-coder:7b),30,30,373.0,0.04248810724214196,0.41444444444444445,small
duration,_ForestDiffusion.diffusion_with_trees_class,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,280.0,0.012211939665202363,0.6888888888888889,medium
duration,_ctgan.transformer,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,323.0,0.061451911011256986,0.6411111111111111,medium
duration,_numpy._getlimits,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,321.0,0.05745954602854528,0.6433333333333333,medium
duration,_numpy._ndarray,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,406.0,0.5201446121616038,0.5488888888888889,negligible
duration,nn.attention.bias,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,309.0,0.03778201789416722,0.6566666666666666,medium
duration,nn.attention.flex_attention,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,296.0,0.02324344705367121,0.6711111111111111,medium
duration,nn.modules.rnn,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,396.0,0.4289633888604326,0.56,small
duration,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,179.0,6.356042543170036e-05,0.8011111111111111,large
duration,transformers.pipelines.text_generation,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,382.0,0.31830422747222764,0.5755555555555556,small
duration,transformers.tokenization_utils_base,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,199.0,0.00021264638274527632,0.7788888888888889,large
score,_ForestDiffusion.diffusion_with_trees_class,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,405.0,0.08140421643320045,0.45,negligible
score,_ctgan.transformer,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,406.0,0.2486094826408498,0.45111111111111113,negligible
score,_numpy._getlimits,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,435.0,0.33371069574356604,0.48333333333333334,negligible
score,_numpy._ndarray,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,164.5,4.370486172172816e-06,0.1827777777777778,large
score,nn.attention.bias,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,510.0,0.041895709819865144,0.5666666666666667,small
score,nn.attention.flex_attention,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,242.0,0.00024279287100195727,0.2688888888888889,large
score,nn.modules.rnn,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,428.5,0.6665722767344776,0.4761111111111111,negligible
score,transformers.data.metrics.squad_metrics,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,282.5,0.009039817859172159,0.3138888888888889,medium
score,transformers.pipelines.text_generation,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,480.0,0.16074199750363027,0.5333333333333333,negligible
score,transformers.tokenization_utils_base,Model experiment (qwen2.5:1.5b),Model experiment (qwen2.5:3b),30,30,450.0,1.0,0.5,negligible
